url,url_len,dom,dom_len,is_ip,tld,tld_len,subdom_cnt,letter_cnt,digit_cnt,special_cnt,eq_cnt,qm_cnt,amp_cnt,dot_cnt,dash_cnt,under_cnt,letter_ratio,digit_ratio,spec_ratio,is_https,slash_cnt,entropy,path_len,query_len,label,prediksi,probabilitas_phishing
http://www.eltech.ru/en/university,34,eltech.ru,9,0,ru,2,1,27,0,7,0,0,0,2,0,0,0.794117647,0.0,0.205882353,0,4,3.888789679,14,0,0,Legitimate,0.0053
http://www.gabo-mi.com/,23,gabo-mi.com,11,0,com,3,1,16,0,7,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,3.762267391,1,0,0,Legitimate,0.0006
https://www.enel.com/,21,enel.com,8,0,com,3,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,1,3,3.653756708,1,0,0,Legitimate,0.0025
http://www.unima.mw/,20,unima.mw,8,0,mw,2,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.38418372,1,0,0,Legitimate,0.0003
https://www.unilever.nl/,24,unilever.nl,11,0,nl,2,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,1,3,3.772055209,1,0,0,Legitimate,0.0114
http://universiteomarbongo.org/,31,universiteomarbongo.org,23,0,org,3,0,26,0,5,0,0,0,1,0,0,0.838709677,0.0,0.161290323,0,3,3.977916875,1,0,0,Legitimate,0.0103
http://www.bprc.nl/en/home/,27,bprc.nl,7,0,nl,2,1,19,0,8,0,0,0,2,0,0,0.703703704,0.0,0.296296296,0,5,3.704349429,9,0,0,Legitimate,0.0026
http://www.china-sih.com/,25,china-sih.com,13,0,com,3,1,18,0,7,0,0,0,2,1,0,0.72,0.0,0.28,0,3,3.75326969,1,0,0,Legitimate,0.0023
https://www.telethon.it/en,26,telethon.it,11,0,it,2,1,20,0,6,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,3.474504988,3,0,0,Legitimate,0.122
http://www.najah.edu/,21,najah.edu,9,0,edu,3,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3.558518613,1,0,0,Legitimate,0.0003
http://www.isis-it.com/,23,isis-it.com,11,0,com,3,1,16,0,7,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,3.522711956,1,0,0,Legitimate,0.0019
http://www.uniswa.sz/,21,uniswa.sz,9,0,sz,2,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3.499227542,1,0,0,Legitimate,0.0003
http://www.ife.no/en/Frontpage-en,33,ife.no,6,0,no,2,1,25,0,8,0,0,0,2,1,0,0.757575758,0.0,0.242424242,0,4,3.84712821,16,0,0,Legitimate,0.0038
http://www.sirehna.com/,23,sirehna.com,11,0,com,3,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.849223912,1,0,0,Legitimate,0.0009
http://www.univ-lome.tg/,24,univ-lome.tg,12,0,tg,2,1,17,0,7,0,0,0,2,1,0,0.708333333,0.0,0.291666667,0,3,3.90726823,1,0,0,Legitimate,0.0322
http://www.isq.pt/EN/homepage.aspx,34,isq.pt,6,0,pt,2,1,26,0,8,0,0,0,3,0,0,0.764705882,0.0,0.235294118,0,4,3.962031591,17,0,0,Legitimate,0.0001
http://www.ansaldoenergia.com/,30,ansaldoenergia.com,18,0,com,3,1,24,0,6,0,0,0,2,0,0,0.8,0.0,0.2,0,3,4.098068512,1,0,0,Legitimate,0.0016
http://www.hrwallingford.com/,29,hrwallingford.com,17,0,com,3,1,23,0,6,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,4.004364185,1,0,0,Legitimate,0.0002
http://www.mona.uwi.edu/,24,uwi.edu,7,0,edu,3,2,17,0,7,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,3.688721876,1,0,0,Legitimate,0.0
http://www.zew.de/en/,21,zew.de,6,0,de,2,1,14,0,7,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,4,3.213513256,4,0,0,Legitimate,0.0
http://www.hydroquebec.com/en/,30,hydroquebec.com,15,0,com,3,1,23,0,7,0,0,0,2,0,0,0.766666667,0.0,0.233333333,0,4,3.989898095,4,0,0,Legitimate,0.0041
http://www.empresariosagrupados.es/?lang=en,43,empresariosagrupados.es,23,0,es,2,1,35,0,8,1,1,0,2,0,0,0.813953488,0.0,0.186046512,0,3,4.193251964,1,7,0,Legitimate,0.0145
http://www.arcelormittalinfrance.com/,37,arcelormittalinfrance.com,25,0,com,3,1,31,0,6,0,0,0,2,0,0,0.837837838,0.0,0.162162162,0,3,3.972306406,1,0,0,Legitimate,0.0059
https://www.cticm.com/,22,cticm.com,9,0,com,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,1,3,3.413088436,1,0,0,Legitimate,0.0022
http://www.tecnalia.com/en/,27,tecnalia.com,12,0,com,3,1,20,0,7,0,0,0,2,0,0,0.740740741,0.0,0.259259259,0,4,3.736006946,4,0,0,Legitimate,0.0009
http://www.steel-sci.org/,25,steel-sci.org,13,0,org,3,1,18,0,7,0,0,0,2,1,0,0.72,0.0,0.28,0,3,3.83326969,1,0,0,Legitimate,0.0023
http://www.voestalpine.com/group/en/,36,voestalpine.com,15,0,com,3,1,28,0,8,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,5,4.075922835,10,0,0,Legitimate,0.0136
http://www.ssab.fi/,19,ssab.fi,7,0,fi,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.431623566,1,0,0,Legitimate,0.0004
http://www.tatasteeleurope.com/,31,tatasteeleurope.com,19,0,com,3,1,25,0,6,0,0,0,2,0,0,0.806451613,0.0,0.193548387,0,3,3.756795811,1,0,0,Legitimate,0.0015
http://ceit.es/en/,18,ceit.es,7,0,es,2,0,12,0,6,0,0,0,1,0,0,0.666666667,0.0,0.333333333,0,4,3.197159723,4,0,0,Legitimate,0.002
https://www.julius-kuehn.de/,28,julius-kuehn.de,15,0,de,2,1,21,0,7,0,0,0,2,1,0,0.75,0.0,0.25,1,3,3.940759833,1,0,0,Legitimate,0.025
http://www.bmt.org/,19,bmt.org,7,0,org,3,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.391892645,1,0,0,Legitimate,0.0004
http://www.astu.org/,20,astu.org,8,0,org,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.50869497,1,0,0,Legitimate,0.0003
http://www.isra.sn/,19,isra.sn,7,0,sn,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.431623566,1,0,0,Legitimate,0.0004
http://www.astc.org/,20,astc.org,8,0,org,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.50869497,1,0,0,Legitimate,0.0003
https://www.inesc-id.pt/,24,inesc-id.pt,11,0,pt,2,1,17,0,7,0,0,0,2,1,0,0.708333333,0.0,0.291666667,1,3,3.65726823,1,0,0,Legitimate,0.0525
http://www.ifw-dresden.de/,26,ifw-dresden.de,14,0,de,2,1,19,0,7,0,0,0,2,1,0,0.730769231,0.0,0.269230769,0,3,3.690260391,1,0,0,Legitimate,0.0
http://www.iua.ie/,18,iua.ie,6,0,ie,2,1,12,0,6,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,3.308270835,1,0,0,Legitimate,0.0004
http://archimedes.ee/en/foundation/,35,archimedes.ee,13,0,ee,2,0,28,0,7,0,0,0,1,0,0,0.8,0.0,0.2,0,5,3.908452847,15,0,0,Legitimate,0.0823
https://www.ukb.uni-bonn.de/,28,uni-bonn.de,11,0,de,2,2,20,0,8,0,0,0,3,1,0,0.714285714,0.0,0.285714286,1,3,3.913799565,1,0,0,Legitimate,0.0255
http://www.alstom.com/,22,alstom.com,10,0,com,3,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.538310596,1,0,0,Legitimate,0.0003
http://spbu.ru/,15,spbu.ru,7,0,ru,2,0,10,0,5,0,0,0,1,0,0,0.666666667,0.0,0.333333333,0,3,3.189898095,1,0,0,Legitimate,0.0004
http://www.txtgroup.com/,24,txtgroup.com,12,0,com,3,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3.605388542,1,0,0,Legitimate,0.0008
https://www.euresearch.ch/en/,29,euresearch.ch,13,0,ch,2,1,22,0,7,0,0,0,2,0,0,0.75862069,0.0,0.24137931,1,4,3.633505995,4,0,0,Legitimate,0.1015
http://www.itainnova.es/en/,27,itainnova.es,12,0,es,2,1,20,0,7,0,0,0,2,0,0,0.740740741,0.0,0.259259259,0,4,3.633974076,4,0,0,Legitimate,0.0042
https://www.deduveinstitute.be/,31,deduveinstitute.be,18,0,be,2,1,25,0,6,0,0,0,2,0,0,0.806451613,0.0,0.193548387,1,3,3.692279682,1,0,0,Legitimate,0.0131
http://www.ciup.fr/en/,22,ciup.fr,7,0,fr,2,1,15,0,7,0,0,0,2,0,0,0.681818182,0.0,0.318181818,0,4,3.606936732,4,0,0,Legitimate,0.0
http://www.alquds.edu/en/,25,alquds.edu,10,0,edu,3,1,18,0,7,0,0,0,2,0,0,0.72,0.0,0.28,0,4,3.73366069,4,0,0,Legitimate,0.0039
http://www.esf.org/,19,esf.org,7,0,org,3,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.536886724,1,0,0,Legitimate,0.0004
http://www.inra-transfert.fr/en/,32,inra-transfert.fr,17,0,fr,2,1,24,0,8,0,0,0,2,1,0,0.75,0.0,0.25,0,4,3.702819531,4,0,0,Legitimate,0.0
http://www.feem.it/,19,feem.it,7,0,it,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.286629487,1,0,0,Legitimate,0.0004
http://www.ieep.eu/,19,ieep.eu,7,0,eu,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.181366329,1,0,0,Legitimate,0.0004
http://www.cas.de/en/homepage.html,34,cas.de,6,0,de,2,1,26,0,8,0,0,0,3,0,0,0.764705882,0.0,0.235294118,0,4,3.881005488,17,0,0,Legitimate,0.0
http://www.uk-heri.org/,23,uk-heri.org,11,0,org,3,1,16,0,7,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,3.762267391,1,0,0,Legitimate,0.0006
http://www.cira.it/en,21,cira.it,7,0,it,2,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3.522571589,3,0,0,Legitimate,0.0
https://www.ineco.com/webineco/,31,ineco.com,9,0,com,3,1,24,0,7,0,0,0,2,0,0,0.774193548,0.0,0.225806452,1,4,3.719852359,10,0,0,Legitimate,0.0328
https://www.doosan.com/en,25,doosan.com,10,0,com,3,1,19,0,6,0,0,0,2,0,0,0.76,0.0,0.24,1,3,3.75326969,3,0,0,Legitimate,0.2266
http://www.rolls-royce.com/,27,rolls-royce.com,15,0,com,3,1,20,0,7,0,0,0,2,1,0,0.740740741,0.0,0.259259259,0,3,3.856196298,1,0,0,Legitimate,0.0
http://www.niab.com/,20,niab.com,8,0,com,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.646439345,1,0,0,Legitimate,0.0003
http://www.hadassah-med.com/,28,hadassah-med.com,16,0,com,3,1,21,0,7,0,0,0,2,1,0,0.75,0.0,0.25,0,3,3.770942422,1,0,0,Legitimate,0.0016
https://www.cen.eu/Pages/default.aspx,37,cen.eu,6,0,eu,2,1,29,0,8,0,0,0,3,0,0,0.783783784,0.0,0.216216216,1,4,4.02636046,19,0,0,Legitimate,0.0974
http://www.dassault-aviation.com/fr/,36,dassault-aviation.com,21,0,com,3,1,28,0,8,0,0,0,2,1,0,0.777777778,0.0,0.222222222,0,4,4.148955904,4,0,0,Legitimate,0.0089
http://go.sap.com/index.html,28,sap.com,7,0,com,3,1,21,0,7,0,0,0,3,0,0,0.75,0.0,0.25,0,3,4.012188404,11,0,0,Legitimate,0.0
http://www.itene.com/en,23,itene.com,9,0,com,3,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.522711956,3,0,0,Legitimate,0.0014
http://www.arcfund.net/,23,arcfund.net,11,0,net,3,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.729446195,1,0,0,Legitimate,0.0007
http://www.popest.ee/node/23,28,popest.ee,9,0,ee,2,1,19,2,7,0,0,0,2,0,0,0.678571429,0.071428571,0.25,0,4,3.583616975,8,0,0,Legitimate,0.0874
http://www.uk-isri.org/,23,uk-isri.org,11,0,org,3,1,16,0,7,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,3.762267391,1,0,0,Legitimate,0.0006
http://www.apre.it/en,21,apre.it,7,0,it,2,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3.427333494,3,0,0,Legitimate,0.0
http://www.kcl.fi/,18,kcl.fi,6,0,fi,2,1,12,0,6,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,3.419381946,1,0,0,Legitimate,0.0004
http://www.zsl.org/,19,zsl.org,7,0,org,3,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.536886724,1,0,0,Legitimate,0.0004
http://www.phi.org/,19,phi.org,7,0,org,3,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.326360408,1,0,0,Legitimate,0.0004
http://www.cerm.unifi.it/cirmmp,31,unifi.it,8,0,it,2,2,24,0,7,0,0,0,3,0,0,0.774193548,0.0,0.225806452,0,3,3.735666068,7,0,0,Legitimate,0.0002
http://en.hs-furtwangen.de/,27,hs-furtwangen.de,16,0,de,2,1,20,0,7,0,0,0,2,1,0,0.740740741,0.0,0.259259259,0,3,3.902311576,1,0,0,Legitimate,0.0002
http://www.ascamm.com/en/,25,ascamm.com,10,0,com,3,1,18,0,7,0,0,0,2,0,0,0.72,0.0,0.28,0,4,3.62346519,4,0,0,Legitimate,0.0003
http://www.bsmu.by/,19,bsmu.by,7,0,by,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.431623566,1,0,0,Legitimate,0.0004
http://www.cetim.fr/en,22,cetim.fr,8,0,fr,2,1,16,0,6,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,3.629219687,3,0,0,Legitimate,0.01
http://www.itep.ru/eng/,23,itep.ru,7,0,ru,2,1,16,0,7,0,0,0,2,0,0,0.695652174,0.0,0.304347826,0,4,3.501397825,5,0,0,Legitimate,0.0012
http://www.applusidiada.com/en/,31,applusidiada.com,16,0,com,3,1,24,0,7,0,0,0,2,0,0,0.774193548,0.0,0.225806452,0,4,3.977916875,4,0,0,Legitimate,0.0
http://www.uefiscsu.ro/,23,uefiscsu.ro,11,0,ro,2,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.762267391,1,0,0,Legitimate,0.0003
http://www.mbn.it/eng/,22,mbn.it,6,0,it,2,1,15,0,7,0,0,0,2,0,0,0.681818182,0.0,0.318181818,0,4,3.481714573,5,0,0,Legitimate,0.0013
http://www.nitel.it/eng/,24,nitel.it,8,0,it,2,1,17,0,7,0,0,0,2,0,0,0.708333333,0.0,0.291666667,0,4,3.386842188,5,0,0,Legitimate,0.0
http://www.unife.org/,21,unife.org,9,0,org,3,1,15,0,6,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,3.748994804,1,0,0,Legitimate,0.0003
http://www.marin.nl/web/show,28,marin.nl,8,0,nl,2,1,21,0,7,0,0,0,2,0,0,0.75,0.0,0.25,0,4,3.821296334,9,0,0,Legitimate,0.0
http://www.ceps.eu/,19,ceps.eu,7,0,eu,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.326360408,1,0,0,Legitimate,0.0004
http://www.ecologic.eu/,23,ecologic.eu,11,0,eu,2,1,17,0,6,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,3.675310869,1,0,0,Legitimate,0.0003
https://www.nationalgrid.com/,29,nationalgrid.com,16,0,com,3,1,23,0,6,0,0,0,2,0,0,0.793103448,0.0,0.206896552,1,3,4.021268495,1,0,0,Legitimate,0.075
http://www.ford.de/,19,ford.de,7,0,de,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.431623566,1,0,0,Legitimate,0.0004
http://www.ifrf.net/,20,ifrf.net,8,0,net,3,1,14,0,6,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3.40869497,1,0,0,Legitimate,0.0003
http://www.lucideon.com/,24,lucideon.com,12,0,com,3,1,18,0,6,0,0,0,2,0,0,0.75,0.0,0.25,0,3,3.855388542,1,0,0,Legitimate,0.0011
http://www.miit.ru/,19,miit.ru,7,0,ru,2,1,13,0,6,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,3.286629487,1,0,0,Legitimate,0.0004
http://www.universeum.se/sv/,28,universeum.se,13,0,se,2,1,21,0,7,0,0,0,2,0,0,0.75,0.0,0.25,0,4,3.726474118,4,0,0,Legitimate,0.0003
http://www.univ-bangui.org/,27,univ-bangui.org,15,0,org,3,1,20,0,7,0,0,0,2,1,0,0.740740741,0.0,0.259259259,0,3,3.958229169,1,0,0,Legitimate,0.0
